fecha_publicacion_ta;c1;c2;;enlace_infocomplementaria;;;;;;;enlace_tramites
;;;;https://drive.google.com/open?id=1OLFX20fRuLXvynNvDu4wMFQHrCyzMAWn target=_blankEnlace para mayor Informacion/a;;;;;;;https://drive.google.com/open?id=1OLFX20fRuLXvynNvDu4wMFQHrCyzMAWn target=_blankNO/a
;;;;http://www.sii.cl/servicios_online/1049-.html target=_blankEnlace para mayor información/a;;;;;;;https://drive.google.com/open?id=0B1VYugLfgGv-TFdXTE1NeFRXNms target=_blankNO/a
;;;;https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=e9c748e9cad381191756759c9160835c target=_blankPortal de Transparencia/a;;;;;;;https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=e9c748e9cad381191756759c9160835c target=_blankPortal de Transparencia/a
;;;;https://drive.google.com/file/d/16etP1H_rA9P4qUvC2SETGUOJaVPpqBaN/view target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=16etP1H_rA9P4qUvC2SETGUOJaVPpqBaN target=_blankNO/a
;;;;https://drive.google.com/file/d/1Vw6zQf3rg6kQXDZfQnjLP7eGEw1uNUr8/view target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=1Vw6zQf3rg6kQXDZfQnjLP7eGEw1uNUr8 target=_blankNO/a
;;;;https://drive.google.com/file/d/1O6J-B-CHJqwFN62NPcZpu7-6E5lknNhi/view target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=1O6J-B-CHJqwFN62NPcZpu7-6E5lknNhi target=_blankNO/a
;;;;https://drive.google.com/open?id=0B1VYugLfgGv-ci1VMjVJTjdrcTQ target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=0B1VYugLfgGv-ci1VMjVJTjdrcTQ target=_blankNO/a
;;;;https://drive.google.com/open?id=0B1VYugLfgGv-X3JDY1l5V0NYaVk target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=0B1VYugLfgGv-X3JDY1l5V0NYaVk target=_blankNO/a
;;;;https://drive.google.com/open?id=0B1VYugLfgGv-M1BabmVrUmJUT00 target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=0B1VYugLfgGv-M1BabmVrUmJUT00 target=_blankNO/a
;;;;https://drive.google.com/open?id=0B1VYugLfgGv-SWJJOHl1ZXRxOFk target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=0B1VYugLfgGv-SWJJOHl1ZXRxOFk target=_blankNO/a
;;;;https://drive.google.com/open?id=0B1VYugLfgGv-T0FRMGVyNkZIRTA target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=0B1VYugLfgGv-T0FRMGVyNkZIRTA target=_blankNO/a
;;;;https://drive.google.com/file/d/1IZbJ5oRk0JHPVAzYchtL64jiiQOX57ak/view target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=1IZbJ5oRk0JHPVAzYchtL64jiiQOX57ak target=_blankNO/a
;;;;https://drive.google.com/file/d/1X0yfeiIdcGjvpicavQUsWDLSwE5p1_Zm/view target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=1X0yfeiIdcGjvpicavQUsWDLSwE5p1_Zm target=_blankNO/a
;;;;https://drive.google.com/open?id=1EUEdyn_K9eKIH5iJYKjPlHeNHVfBUgDv target=_blankEnlace para mayor información/a;;;;;;;https://drive.google.com/open?id=1EUEdyn_K9eKIH5iJYKjPlHeNHVfBUgDv target=_blankNO/a
;;;;https://drive.google.com/file/d/15wwElnlzl_9mZZQ3Ht5VYqFT9u7Rrsvj/view target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=15wwElnlzl_9mZZQ3Ht5VYqFT9u7Rrsvj target=_blankNO/a
;;;;https://drive.google.com/open?id=0B1VYugLfgGv-dDdBc3F0cmdlRGc target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=0B1VYugLfgGv-dDdBc3F0cmdlRGc target=_blankNO/a
;;;;https://imtocopilla-my.sharepoint.com/:b:/g/personal/crojas_imtocopilla_onmicrosoft_com/EX42-f1lyO9Aq1nW720eGMgBBgd0RA4EDBS6m4d_aoz6VQ?e=i70XNe target=_blankEnlace para mayor información/a;;;;;;;https://imtocopilla-my.sharepoint.com/:b:/g/personal/crojas_imtocopilla_onmicrosoft_com/EVfra8WmpU5Ht7PJCRs0RBEBpus0WjBXTB81u8u4sd50hg?e=k0fIhg target=_blankNO/a
;;;;https://drive.google.com/file/d/1BoWHdMtSBCFPxzG8RliegbLZe87wtvBR/view target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=1BoWHdMtSBCFPxzG8RliegbLZe87wtvBR target=_blankNO/a
;;;;https://drive.google.com/file/d/10JiqE8U16-vFh-Rh1C93m-NavY95BytV/view target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=10JiqE8U16-vFh-Rh1C93m-NavY95BytV target=_blankNO/a
;;;;https://drive.google.com/open?id=0B1VYugLfgGv-enlwdEVMZzlPbEU target=_blankEnlace para mayor Información/a;;;;;;;http://www.crececontigo.gob.cl/ target=_blankChile crece contigo/a
;;;;http://www.chileatiende.cl/fichas/ver/20073 target=_blankEnlace para mayor Información/a;;;;;;;http://www.chileatiende.cl/fichas/ver/20073 target=_blankControl Niño Sano/a
;;;;https://drive.google.com/open?id=1nMhGAeGB5_uwNuBqXcofnsd5BnQ73LiT target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=1nMhGAeGB5_uwNuBqXcofnsd5BnQ73LiT target=_blankNO/a
;;;;https://imtocopilla-my.sharepoint.com/:b:/g/personal/crojas_imtocopilla_onmicrosoft_com/EThOvMUwyqFEu-D5N7bQLyAB8aa31TZnDd7AeordFncNaw?e=lWXVFd target=_blankEnlace para mayor Información/a;;;;;;;https://imtocopilla-my.sharepoint.com/:b:/g/personal/crojas_imtocopilla_onmicrosoft_com/EThOvMUwyqFEu-D5N7bQLyAB8aa31TZnDd7AeordFncNaw?e=lWXVFd target=_blankPrograma de 4 a 7/a
;;;;http://www.registrosocial.gob.cl/ target=_blankEnlace para mayor Información/a;;;;;;;https://rsh.ministeriodesarrollosocial.gob.cl/login target=_blankRSH/a
;;;;https://www.chileatiende.gob.cl/fichas/51314-subsidio-al-pago-de-consumo-de-agua-potable-y-servicio-de-alcantarillado target=_blankEnlace para mayor Información/a;;;;;;;https://www.chileatiende.gob.cl/fichas/51314-subsidio-al-pago-de-consumo-de-agua-potable-y-servicio-de-alcantarillado target=_blankSAP/a
;;;;http://www.chileatiende.cl/fichas/ver/33112 target=_blankEnlace para mayor Información/a;;;;;;;http://www.chileatiende.cl/fichas/ver/33112 target=_blankSUF/a
;;;;https://drive.google.com/open?id=0B1VYugLfgGv-SGtpNG9FSXNKa3M target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=0B1VYugLfgGv-SGtpNG9FSXNKa3M target=_blankNO/a
;;;;https://drive.google.com/open?id=0B1VYugLfgGv-WmFUbEVhcG5zVnc target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=0B1VYugLfgGv-WmFUbEVhcG5zVnc target=_blankNO/a
;;;;https://drive.google.com/open?id=0B1VYugLfgGv-ZmJKVXJ1MW1zZUk target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=0B1VYugLfgGv-ZmJKVXJ1MW1zZUk target=_blankNO/a
;;;;https://drive.google.com/open?id=0B1VYugLfgGv-V0NiYzRDRGhQY2s target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=0B1VYugLfgGv-V0NiYzRDRGhQY2s target=_blankNO/a
;;;;https://drive.google.com/open?id=0B1VYugLfgGv-eDJoVnZOMnQxNjg target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=0B1VYugLfgGv-eDJoVnZOMnQxNjg target=_blankNO/a
;;;;https://drive.google.com/open?id=0B1VYugLfgGv-dUlJZEtnS0dfTUU target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=0B1VYugLfgGv-dUlJZEtnS0dfTUU target=_blankNO/a
;;;;https://drive.google.com/open?id=0B1VYugLfgGv-SFdmNFV6WmwzQlU target=_blankEnlace para mayor Información/a;;;;;;;https://drive.google.com/open?id=0B1VYugLfgGv-SFdmNFV6WmwzQlU target=_blankNO/a
;;;;https://drive.google.com/open?id=1nTBmUDNdARq4r2t7JY_E4_Uv9jJRE9hE target=_blankEnlace para mayor información/a;;;;;;;https://drive.google.com/open?id=1nTBmUDNdARq4r2t7JY_E4_Uv9jJRE9hE target=_blankNO/a
;;;;https://transparencia.tome.cl/21/Formulario_Solicitud_de_informacion.pdf target=_blankEnlace/a;;;;;;;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=undefined target=_blankEnlace/a
;;;;http://www.tome.cl/programa/programa-aldea-campamentos-y-vivienda target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.leychile.cl/Navegar?idNorma=269892 target=_blankEnlace/a;;;;;;;https://ipsenlinea.cl/IpsEnLinea/ target=_blankEnlace/a
;;;;http://www.leychile.cl/Navegar?idNorma=269892 target=_blankEnlace/a;;;;;;;https://ipsenlinea.cl/IpsEnLinea/ target=_blankEnlace/a
;;;;https://transparencia.tome.cl/7/decreto5448.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;https://www.junaeb.cl/becas-junaeb target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.tome.cl/docs/General/2021/3/9/decreto2092%20Beca%20Movilizacion.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.tome.cl/docs/General/2019/3/9/decreto2268.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.leychile.cl/Navegar?idNorma=269892 target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.chileatiende.gob.cl/fichas/12255-programa-4-a-7-mujer-trabaja-tranquila target=_blankEnlace/a;;;;;;;No tiene
;;;;https://transparencia.tome.cl/22/Farmacia_Popular_Municipal.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.tome.cl/docs/General/2019/1/23/decreto284.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;Sin informacion;;;;;;;http://www.sence.cl/ target=_blankwww.sence.cl/a
;;;;http://www.afc.cl/ target=_blankwww.afc.cl/a;;;;;;;No tiene
;;;;https://www.afc.cl/tramites target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.bne.cl/ target=_blankwww.bne.cl/a;;;;;;;No tiene
;;;;http://www.minvu.cl/ target=_blankwww.minvu.cl/a;;;;;;;https://www.tome.cl/programa/programa-aldea-campamentos-y-vivienda target=_blankEnlace/a
;;;;http://www.sernac.cl/ target=_blankwww.sernac.cl/a;;;;;;;http://www.sernac.cl/portal-del-consumidor/ target=_blankEnlace/a
;;;;http://www.leychile.cl/Navegar?idNorma=269892 target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.leychile.cl/Navegar?idNorma=269892 target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.leychile.cl/Navegar?idNorma=29448 target=_blankEnlace/a;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;http://www.bcn.cl/leyfacil/recurso/ingreso-etico-familiar target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.bcn.cl/leyfacil/recurso/ingreso-etico-familiar target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.chileatiende.gob.cl/fichas/ver/2188 target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.chileatiende.gob.cl/servicios/ver/ZB006 target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.senadis.gob.cl/ target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.chileatiende.gob.cl/fichas/12885-programa-mujeres-jefas-de-hogar target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.chileatiende.gob.cl/fichas/5183-programa-de-proteccion-del-patrimonio-familiar-pppf.-titulo-i-mejoramiento-de-entorno target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.chileseguridadesyoportunidades.gob.cl/programa-vinculos target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.sernameg.gob.cl/?page_id=26815 target=_blankEnlace/a;;;;;;;No tiene
;;;;https://transparencia.tome.cl/22/Juguetes.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.youtube.com/watch?v=Hv3rhY3meKA target=_blankEnlace/a;;;;;;;http://www.registrosocial.gob.cl/ target=_blankEnlace/a
;;;;https://transparencia.tome.cl/22/Informe_Social.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.leychile.cl/Navegar?idNorma=30157 target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.leychile.cl/Navegar?idNorma=30157 target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.chileatiende.gob.cl/fichas/43187-subsidio-de-discapacidad-mental-para-menores-de-18-anos#::text=El%20subsidio%20de%20discapacidad%20mentalque%20sean%20de%20escasos%20recursos. target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.chileatiende.gob.cl/fichas/ver/33112 target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.ips.gob.cl/servlet/internet/content/1421810799037/subsidio-familiar-personas-escasos-recursos target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.leychile.cl/Navegar?idNorma=29705 target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.tome.cl/municipalidad/unidades-municipales/juzgado-de-policia-local target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.tome.cl/municipalidad/unidades-municipales/juzgado-de-policia-local target=_blankEnlace/a;;;;;;;No tiene
;;;;http://transparencia.tome.cl/22/DECLARACION_JURADA_SIMPLE.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;http://www.sii.cl/servicios_online/1049-.html target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.conaset.cl/wp-content/uploads/2018/05/LNC-AUTOMOVILISTAS_FINAL-13-04-2018.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;https://www.tome.cl/tramites/permiso-de-circulacion target=_blankEnlace/a;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;https://traslado.tome.cl/ target=_blankEnlace/a;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;http://www.fosis.gob.cl/Paginas/Inicio.aspx target=_blankEnlace/a;;;;;;;http://spp.fosis.cl/enlinea/enlinea/default.aspx target=_blankEnlace/a
;;;;https://www.conletragrande.cl/mi-empresa/sacale-partido-a-tu-casa-siendo-microempresa-familiar-en-chile target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.minvu.cl/opensite_20070308155628.aspx target=_blankEnlace/a;;;;;;;No tiene
;;;;https://subsidios-chile.cl/index.php/subsidios-del-estado/fondeve/ target=_blankEnlace/a;;;;;;;No tiene
;;;;Sin informacion;;;;;;;https://aviso.tome.cl/report.html target=_blankEnlace/a
;;;;http://transparencia.tome.cl/21/Ficha_Concurso_Subvencion.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;https://transparencia.tome.cl/22/Disam_REQUISITOS_PARA_INSCRIPCI%C3%93N.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.disamtome.cl/ target=_blankEnlace/a;;;;;;;No tiene
;;;;https://transparencia.tome.cl/22/Farmacia_Popular_Municipal.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;https://transparencia.tome.cl/22/Disam_Establecimientos.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.disamtome.cl/ target=_blankEnlace/a;;;;;;;No tiene
;;;;https://transparencia.tome.cl/22/Disam_Establecimientos.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;https://transparencia.tome.cl/22/Formulario_de_Atencion_Aseo_Ornato.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.tome.cl/municipalidad/unidades-municipales/direccion-de-ornato-y-medio-ambiente target=_blankEnlace/a;;;;;;;No tiene
;;;;https://transparencia.tome.cl/22/Formulario_de_Atencion_Aseo_Ornato.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;https://transparencia.tome.cl/22/Formulario_de_Atencion_Aseo_Ornato.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.tome.cl/municipalidad/unidades-municipales/direccion-de-ornato-y-medio-ambiente target=_blankEnlace/a;;;;;;;No tiene
;;;;https://transparencia.tome.cl/22/Formulario_de_Atencion_Aseo_Ornato.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;https://transparencia.tome.cl/22/Formulario_de_Atencion_Aseo_Ornato.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.junaeb.cl/becas-junaeb target=_blankEnlace/a;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;http://www.leychile.cl/Navegar?idNorma=188826 target=_blankEnlace/a;;;;;;;No tiene
;;;;https://transparencia.tome.cl/22/Soplictud_de_patente.pdf target=_blankEnlace/a;;;;;;;https://www.tome.cl/ target=_blankEnlace/a
;;;;http://www.tome.cl/docs/General/2020/10/3/Formulario_Solicitud_Ley_N%C2%B0_21.207.pdf target=_blankEnlace/a;;;;;;;https://www.tome.cl/ target=_blankEnlace/a
;;;;http://www.tome.cl/docs/General/2020/10/3/Formulario_Solicitud_Ley_N%C2%B0_21.207.pdf target=_blankEnlace/a;;;;;;;https://www.tome.cl/ target=_blankEnlace/a
;;;;http://www.tome.cl/docs/General/2020/10/3/Formulario_Solicitud_Ley_N%C2%B0_21.207.pdf target=_blankEnlace/a;;;;;;;https://www.tome.cl/ target=_blankEnlace/a
;;;;https://transparencia.tome.cl/22/Transferencia.pdf target=_blankEnlace/a;;;;;;;https://www.tome.cl/ target=_blankEnlace/a
;;;;http://www.tome.cl/municipalidad/municipio target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.leylobby.gob.cl/admin/auth/prelogin?redirect_int=https://www.leylobby.gob.cl/solicitud/audiencia/732 target=_blankEnlace/a;;;;;;;http://www.tome.cl/ target=_blankwww.tome.cl/a
;;;;http://www.tome.cl/tramites/permiso-de-edificacion target=_blankEnlace/a;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;http://transparencia.tome.cl/7/decreto5775.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.tome.cl/municipalidad/unidades-municipales/secretaria-municipal target=_blankEnlace/a;;;;;;;No tiene
;;;;http://transparencia.tome.cl/7/decreto5775.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://transparencia.tome.cl/7/decreto5775.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://transparencia.tome.cl/7/decreto5775.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://transparencia.tome.cl/7/decreto5775.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://transparencia.tome.cl/7/decreto5775.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;Sin informacion;;;;;;;https://zeus.sii.cl/avalu_cgi/br/brc110.sh? target=_blankEnlace/a
;;;;http://transparencia.tome.cl/7/decreto5775.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://transparencia.tome.cl/7/decreto5775.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://transparencia.tome.cl/7/decreto5775.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://transparencia.tome.cl/7/decreto5775.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://transparencia.tome.cl/7/decreto5775.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.tome.cl/tramites/permiso-de-edificacion target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.tome.cl/tramites/permiso-de-edificacion target=_blankEnlace/a;;;;;;;No tiene
;;;;http://transparencia.tome.cl/7/decreto5775.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.mercantil.com/empresa/servicio-de-registro-civil-e-identificacion/Tom%C3%A9/300095399/esp target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.torresdelpayne.cl/Portal TA/Efecto Terceros/Reglamentos/2013/Decreto 594.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.torresdelpayne.cl/Portal TA/Tramites/Ds 145.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.torresdelpayne.cl/Portal TA/Tramites/Beca Municipal.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.torresdelpayne.cl/Portal TA/Tramites/Ds 722.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.torresdelpayne.cl/Portal TA/Tramites/Vigencia21146.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.torresdelpayne.cl/Portal TA/Tramites/Certificados.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://bcn.cl/1uvvd target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.torresdelpayne.cl/Portal TA/Tramites/Registro19862.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.torresdelpayne.cl/Portal TA/Tramites/Instalacion Faena.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.leychile.cl/Navegar?idNorma=70040 target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.leychile.cl/Navegar?idNorma=70040 target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.torresdelpayne.cl/Portal TA/Tramites/Patente.pdf target=_blankEnlace/a;;;;;;;https://www.sem.gob.cl/pago/buscar.php?pago_id=7&inst_id=5600009&setiframe=0 target=_blankEnlace/a
;;;;https://www.chileatiende.gob.cl/fichas/ver/9611 target=_blankEnlace/a;;;;;;;https://www.sem.gob.cl/pcirc/index.php?pago_id=31&inst_id=5600009&setiframe=0 target=_blankEnlace/a
;;;;http://www.torresdelpayne.cl/Portal TA/Tramites/Permiso Edificacion.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.torresdelpayne.cl/Portal TA/Tramites/Extraccion Aridos.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.torresdelpayne.cl/Portal TA/Tramites/Permiso de Obra Menor.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.torresdelpayne.cl/Portal TA/Tramites/Recepcion Definitiva.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.registrosocial.gob.cl/ target=_blankEnlace/a;;;;;;;http://www.registrosocial.gob.cl/ target=_blankEnlace/a
;;;;https://www.chileatiende.gob.cl/fichas/ver/9611 target=_blankEnlace/a;;;;;;;https://www.sem.gob.cl/pcirc/index.php?pago_id=28&inst_id=5600009&setiframe=0 target=_blankEnlace/a
;;;;http://www.torresdelpayne.cl/Portal TA/Tramites/Calendario.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.chileatiende.gob.cl/fichas/33112-subsidio-familiar-suf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.municipalidaddetortel.cl/resources/Otros/MANUAL-DE-PROCEDIMIENTOSOCIAL.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.municipalidaddetortel.cl/resources/Otros/FICHA PRITECCION SOCIAL FIN.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;Sin informacion;;;;;;;No tiene
;;;;http://www.municipalidaddetortel.cl/resources/Otros/PATENTE ALCOHOL.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.municipalidaddetortel.cl/resources/Otros/VIGENCIA ORGANIZACIONES COMUNITARIAS.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.municipalidaddetortel.cl/resources/Otros/Serie_41 procedimiento para la obtención de personalidad jurídica.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.municipalidaddetortel.cl/resources/Otros/PATENTE COMERCIAL.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.municipalidaddetortel.cl/resources/Otros/PATENTE PROFESIONAL.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.municipalidaddetortel.cl/resources/Otros/PENSION SOLIDARIA DE VEJEZ.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.municipalidaddetortel.cl/resources/Otros/INSTRUCTIVO-PERMISOS-DE-CIRCULACION.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.municipalidaddetortel.cl/resources/Otros/PERMISO COMERCIO AMBULANTE.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.municipalidaddetortel.cl/resources/Otros/FORMULARIOS DE OBRAS MUNICIPALES.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.municipalidaddetortel.cl/resources/Otros/SAP.doc target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.municipalidaddetortel.cl/resources/Otros/SUBSIDIO FAMILIAR DUPLO.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;http://www.municipalidaddetortel.cl/resources/Otros/SUBSIDIO UNICO FAMILIAR.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.portaltransparencia.cl/PortalPdT/documents/10179/62801/TramitesDaem+2018+HOY.xls/60255505-cd41-4513-8818-aa991f552c61 target=_blankpagina web/a;;;;;;;No tiene
;;;;http://participacionciudadana.subdere.gov.cl/node/54 target=_blankLINK/a;;;;;;;No tiene
;;;;http://www.leychile.cl/Navegar?idNorma=70040 target=_blankLINK/a;;;;;;;No tiene
;;;;http://www.leychile.cl/Navegar?idNorma=70040 target=_blankLINK/a;;;;;;;No tiene
;;;;http://www.leychile.cl/Navegar?idNorma=70040 target=_blankLINK/a;;;;;;;No tiene
;;;;http://www.junji.cl/ target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.leychile.cl/Navegar?idNorma=18967 target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.leychile.cl/Navegar?idNorma=18967 target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.leychile.cl/Navegar?idNorma=18967 target=_blankEnlace/a;;;;;;;No tiene
;;;;http://filestransparent.ddns.net/Juridico/Ordenanzas/OrdenanzaComercioAmbulanteBuena.pdf target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.leychile.cl/Navegar?idNorma=18967 target=_blankEnlace/ahttps://www.leychile.cl/Navegar?idNorma=220208 target=_blankEnlace/a;;;;;;;No tiene
;;;;https://www.leychile.cl/Navegar?idNorma=18967 target=_blankEnlace/a;;;;;;;No tiene
