Codigo_org;idOrg;Codigo_padre;Region;Municipalidad;url_sai;Ingresa;obligadorecibir_sai;tiene_ta
CM003;58700;CM000;Region Metropolitana de Santiago;ISLA DE MAIPO;http://www.transparenciaislademaipo.cl/formulario-de-solicitud-informacion/;INGRESA;SI;SI
CM176;6751;CM000;Region Metropolitana de Santiago;PADRE HURTADO;http://;NO INGRESA;SI;SI
MU193;626;MU000;Region Metropolitana de Santiago;PADRE HURTADO;http://www.mph.cl/portal1/?page_id=7963;INGRESA;SI;SI
MU211;643;MU000;Region Metropolitana de Santiago;PENAFLOR;http://www.cvcinversiones.cl/transparenciapenaflor/idformulario.php;INGRESA;SI;SI
AJ022;330200;AJ000;Region Metropolitana de Santiago;;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=330200;INGRESA;SI;SI
AB055;809;AB000;Region de Los Rios;VALDIVIA;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=AB014;NO INGRESA;SI;NO
MU330;745;MU000;Region de Los Rios;VALDIVIA;http://www.munivaldivia.cl/www/transparencia_valdivia/transparencia/ index.php?action=solicitud_informacion;INGRESA;SI;SI
AP015;954;AP000;Region de Los Rios;VALDIVIA;http://solicitudinformacion.minvu.cl/;INGRESA;SI;SI
AO093;924;AO000;Region de Los Rios;VALDIVIA;http://hbv.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
AB086;969;AB000;Region de Los Rios;VALDIVIA;http://www.goredelosrios.cl/transparencia/solicitud_informacion.html;INGRESA;SI;SI
AO050;56350;AO000;Region de Los Rios;VALDIVIA;http://transparencia.redsalud.gob.cl/transparencia/public/seremi14/solicitud_informacion.html;INGRESA;SI;SI
AP031;331462;AP000;Region de Los Rios;VALDIVIA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=1057;INGRESA;SI;SI
MA005;327753;ASOC;Region de Los Rios;VALDIVIA;http://;NO INGRESA;SI;SI
MA004;327751;ASOC;Region de Los Rios;VALDIVIA;http://;NO INGRESA;SI;SI
AB014;768;AB000;Region de Los Rios;VALDIVIA;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
AO033;887;AO000;Region de Los Rios;VALDIVIA;http://transparencia.redsalud.gov.cl/transparencia/public/ssvaldivia/solicitud_informacion.html;INGRESA;SI;SI
CM072;6647;CM000;Region de Los Rios;VALDIVIA;https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=1bea3f3e39befe159ad5e7a542e9a51c;INGRESA;SI;SI
CM280;6855;CM000;Region de Los Rios;VALDIVIA;http://;NO INGRESA;SI;NO
MA054;328650;ASOC;Region de Los Rios;CORRAL;http://www.costalosrios.cl;INGRESA;SI;SI
MU069;518;MU000;Region de Los Rios;CORRAL;http://transparencia.municipalidadcorral.cl/frmInformacion.php;INGRESA;SI;SI
MU133;574;MU000;Region de Los Rios;LANCO;http://www.transparencialanco.cl;INGRESA;SI;SI
MU154;593;MU000;Region de Los Rios;LOS LAGOS;http://www.muniloslagos.cl/web/index.php?action=plantillas_selec_fecha&ig=209;INGRESA;SI;SI
MA012;329305;ASOC;Region de Los Rios;LOS LAGOS;http://;INGRESA;SI;SI
MU162;600;MU000;Region de Los Rios;MAFIL;http://www.munimafil.cl/index.php/transparencia/formulario-de-transparencia;INGRESA;SI;SI
MU168;604;MU000;Region de Los Rios;MARIQUINA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrgTa=MU168;INGRESA;SI;SI
MU196;629;MU000;Region de Los Rios;PAILLACO;http://www.munipaillaco.cl/archivos/transparencia/oirs/Formulario_Gobierno_Transparente.pdf;INGRESA;SI;SI
CM102;6677;CM000;Region de Los Rios;PAILLACO;http://;NO INGRESA;SI;NO
CM233;6808;CM000;Region de Los Rios;PANGUIPULLI;http://;INGRESA;SI;SI
MU200;633;MU000;Region de Los Rios;PANGUIPULLI;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=633;INGRESA;SI;SI
CM043;58869;CM000;Region de Los Rios;PANGUIPULLI;http://;INGRESA;SI;SI
AB056;810;AB000;Region de Los Rios;LA UNION;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU127;568;MU000;Region de Los Rios;LA UNION;http://transparencia.munilaunion.cl/frmInformacion.php;INGRESA;SI;SI
CF004;329700;CF000;Region de Los Rios;LA UNION;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=CF004;INGRESA;SI;SI
MU096;543;MU000;Region de Los Rios;FUTRONO;http://www.munifutrono.cl;INGRESA;SI;SI
MA059;330650;ASOC;Region de Los Rios;FUTRONO;http://;NO INGRESA;SI;SI
MU128;569;MU000;Region de Los Rios;LAGO RANCO;http://www.municipalidadlagoranco.cl/index.php?option=com_content&view=article&id=160&Itemid=97;INGRESA;SI;SI
MU270;693;MU000;Region de Los Rios;RIO BUENO;http://www.riobuenochile.cl/transparencia.php;INGRESA;SI;SI
AB100;331300;AB000;Region de Arica y Parinacota;ARICA;http://;NO INGRESA;NO;NO
AP016;955;AP000;Region de Arica y Parinacota;ARICA;http://solicitudinformacion.minvu.cl/;INGRESA;SI;SI
AO039;56250;AO000;Region de Arica y Parinacota;ARICA;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=AO039;INGRESA;SI;SI
AJ023;330201;AJ000;Region de Arica y Parinacota;ARICA;http://;INGRESA;SI;SI
MU012;472;MU000;Region de Arica y Parinacota;ARICA;http://transparencia.municipalidaddearica.cl/consultas.php;INGRESA;SI;SI
CM152;6727;CM000;Region de Arica y Parinacota;ARICA;http://;INGRESA;SI;SI
UN001;1079;UN000;Region de Arica y Parinacota;ARICA;http://zapahuira.uta.cl/negocio/TRANS/ProcSolicitudInformacion/sol_info_inicio.php;NO INGRESA;SI;NO
EP013;1106;EP000;Region de Arica y Parinacota;ARICA;http://;NO INGRESA;NO;NO
AP019;331450;AP000;Region de Arica y Parinacota;ARICA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=1057;INGRESA;SI;SI
AO058;897;AO000;Region de Arica y Parinacota;ARICA;http://hjnc.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
AB022;776;AB000;Region de Arica y Parinacota;ARICA;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=AB007;NO INGRESA;SI;NO
AO016;870;AO000;Region de Arica y Parinacota;ARICA;http://ssari.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
CF012;342850;CF000;Region de Arica y Parinacota;ARICA;http://;INGRESA;SI;SI
AB007;761;AB000;Region de Arica y Parinacota;ARICA;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
AB075;828;AB000;Region de Arica y Parinacota;ARICA;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=AB075;INGRESA;SI;SI
CM151;6726;CM000;Region de Arica y Parinacota;CAMARONES;http://;NO INGRESA;SI;NO
MU024;481;MU000;Region de Arica y Parinacota;CAMARONES;http://www.municamarones.cl;INGRESA;SI;SI
MU244;671;MU000;Region de Arica y Parinacota;PUTRE;http://www.imputre.cl/contacto/contacto2.php;INGRESA;SI;SI
AB023;777;AB000;Region de Arica y Parinacota;PUTRE;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU098;545;MU000;Region de Arica y Parinacota;GENERAL LAGOS;http://transparencia.portalvisviri.cl/formulario.html;INGRESA;SI;SI
AB094;329650;AB000;Region de Nuble;CHILLAN;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
AP018;330100;AP000;Region de Nuble;CHILLAN;http://solicitudinformacion.minvu.cl/;INGRESA;SI;SI
AO104;934;AO000;Region de Nuble;CHILLAN;http://hospitaldechillan.cl/transparencia/solicitudes/solicitud_informacion.html;INGRESA;SI;SI
AB098;329654;AB000;Region de Nuble;CHILLAN;http://;INGRESA;SI;SI
AO117;329600;AO000;Region de Nuble;CHILLAN;http://;INGRESA;SI;SI
AP028;331459;AP000;Region de Nuble;CHILLAN;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=1057;INGRESA;SI;SI
MU042;495;MU000;Region de Nuble;CHILLAN;http://www.municipalidadchillan.cl/?modname=contenidos&id=914;INGRESA;SI;SI
AB049;803;AB000;Region de Nuble;CHILLAN;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;NO INGRESA;NO;NO
AO026;880;AO000;Region de Nuble;CHILLAN;http://www.serviciodesaludnuble.cl/transparencia/solicitudes/solicitud_informacion.html;INGRESA;SI;SI
MU015;474;MU000;Region de Nuble;BULNES;http://transparencia.imb.cl/solicitudes.php;INGRESA;SI;SI
AB095;329651;AB000;Region de Nuble;BULNES;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=AB094;NO INGRESA;SI;NO
MU043;496;MU000;Region de Nuble;CHILLAN VIEJO;http://www.chillanviejo.cl/biblioteca/transparencia/ley20285/formulario_solicitud.pdf;INGRESA;SI;SI
MA011;329200;ASOC;Region de Nuble;CHILLAN VIEJO;http://;NO INGRESA;SI;SI
MU083;531;MU000;Region de Nuble;EL CARMEN;http://www.municipalidadelcarmen.cl/index.php?option=com_repositorio&task=listarFicheros&subDir=QWNjZXNvIGEgbGEgSW5mb3JtYWNpw7NuLw==;INGRESA;SI;SI
MU208;640;MU000;Region de Nuble;PEMUCO;http://www.munipemuco.cl/transparencia/formulario_solicitud.pdf;INGRESA;SI;SI
MU220;650;MU000;Region de Nuble;PINTO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=650;INGRESA;SI;SI
MU252;679;MU000;Region de Nuble;QUILLON;http://www.quillon.cl/transparencia_municipal/formularios_de_correo/formulario_transparencia/formaulario_transparencia.htm;NO INGRESA;SI;SI
MU289;709;MU000;Region de Nuble;SAN IGNACIO;http://www.munisanignacio.cl/transparencia/index.php/contactenos;INGRESA;SI;SI
MU344;755;MU000;Region de Nuble;YUNGAY;http://transparencia.yungay.cl/7-2/;INGRESA;SI;SI
MA040;327801;ASOC;Region de Nuble;QUIRIHUE;http://;INGRESA;SI;SI
MU259;684;MU000;Region de Nuble;QUIRIHUE;http://www.municipalidadquirihue.cl/trans_activa/formulario_tran.php;INGRESA;SI;SI
AB097;329653;AB000;Region de Nuble;QUIRIHUE;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU048;501;MU000;Region de Nuble;COBQUECURA;http://190.98.197.123/Transparencia_Cobquecura/index.php?option=com_contact&view=contact&id=1;INGRESA;SI;SI
MU052;504;MU000;Region de Nuble;COELEMU;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=504;INGRESA;SI;SI
MU182;616;MU000;Region de Nuble;NINHUE;http://www.munininhue.cl/phocadownload/2013/sol-informacion/solicitud-informacion.pdf;INGRESA;SI;SI
MU224;653;MU000;Region de Nuble;PORTEZUELO;http://municipalidaddeportezuelo.cl/formulario-transparencia/;INGRESA;SI;SI
MU261;685;MU000;Region de Nuble;RANQUIL;http://www.mranquil.cl/020620120254D05SDFGS54250/sitio=web/municipalidadranquil/=maxtrosurchile/csitio0206/seguridad/=200844302/Ley_de_transparencia_municpal.aspx;INGRESA;SI;SI
MU328;743;MU000;Region de Nuble;TREGUACO;http://www.municipalidaddetrehuaco.cl/zeta/formulario;INGRESA;SI;SI
AO086;917;AO000;Region de Nuble;SAN CARLOS;http://hospitalsancarlos.cl/solicitudes/solicitud_informacion.html;INGRESA;SI;SI
MA022;327750;ASOC;Region de Nuble;SAN CARLOS;http://www.asociacionpunilla.cl;NO INGRESA;SI;SI
AB096;329652;AB000;Region de Nuble;SAN CARLOS;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU282;704;MU000;Region de Nuble;SAN CARLOS;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=704;INGRESA;SI;SI
MU053;505;MU000;Region de Nuble;COIHUECO;http://www.municoihueco.cl/transparencia/Formulario.Ley.Transparencia.doc;INGRESA;SI;SI
MU185;619;MU000;Region de Nuble;NIQUEN;http://www.muniniquen.cl/images/descargas/Formulario_de_registro_de_solicitud.pdf;INGRESA;SI;SI
MU285;707;MU000;Region de Nuble;SAN FABIAN;http://www.sanfabian.cl/documentos/doc_450_130612100617.PDF;INGRESA;SI;SI
MU295;713;MU000;Region de Nuble;SAN NICOLAS;http://www.municipalidadsannicolas.cl/web/index.php?action=plantillas_selec_archivo&ig=112&m=2&a=2013;INGRESA;SI;SI
MA002;327150;ASOC;Region de Antofagasta;ANTOFAGASTA;http://;INGRESA;SI;SI
AP021;331452;AP000;Region de Antofagasta;ANTOFAGASTA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=1057;INGRESA;SI;SI
AO018;872;AO000;Region de Antofagasta;ANTOFAGASTA;http://webhosting.redsalud.gov.cl/transparencia/public/ssantofagasta/solicitud_informacion.html;INGRESA;SI;SI
AB026;780;AB000;Region de Antofagasta;ANTOFAGASTA;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=AB008;NO INGRESA;SI;NO
CM197;6772;CM000;Region de Antofagasta;ANTOFAGASTA;http://;NO INGRESA;SI;SI
PP059;330900;PP000;Region de Antofagasta;ANTOFAGASTA;http://;NO INGRESA;NO;SI
UN003;58400;UN000;Region de Antofagasta;ANTOFAGASTA;http://info.uantof.cl/;NO INGRESA;SI;NO
CM054;329800;CM000;Region de Antofagasta;ANTOFAGASTA;https://www.portaltransparencia.cl/PortalPdT/descargar-formulario-de-solicitud-de-informacion;NO INGRESA;SI;SI
CM212;6787;CM000;Region de Antofagasta;ANTOFAGASTA;http://;NO INGRESA;SI;NO
AB077;830;AB000;Region de Antofagasta;ANTOFAGASTA;http://goreantofagasta.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
AB008;762;AB000;Region de Antofagasta;ANTOFAGASTA;http://www.interior.gob.cl/solicitudinformacionleydetransparencia.html;INGRESA;SI;NO
AO041;56252;AO000;Region de Antofagasta;ANTOFAGASTA;http://transparencia.redsalud.gov.cl/transparencia/public/seremi2/solicitud_informacion.html;INGRESA;SI;SI
EP012;1105;EP000;Region de Antofagasta;ANTOFAGASTA;http://;NO INGRESA;NO;NO
CM002;58600;CM000;Region de Antofagasta;ANTOFAGASTA;http://;INGRESA;SI;SI
MU009;469;MU000;Region de Antofagasta;ANTOFAGASTA;http://www.municipalidadantofagasta.cl/transparencia/paginas/form20285.aspx;INGRESA;SI;SI
AO055;894;AO000;Region de Antofagasta;ANTOFAGASTA;http://www.hospitalantofagasta.gob.cl/wp-content/uploads/2015/04/solicitud_informacion.html;INGRESA;SI;SI
CM067;6642;CM000;Region de Antofagasta;ANTOFAGASTA;http://;NO INGRESA;SI;NO
AP003;942;AP000;Region de Antofagasta;ANTOFAGASTA;http://solicitudinformacion.minvu.cl/;INGRESA;SI;SI
MA020;327400;ASOC;Region de Antofagasta;ANTOFAGASTA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrgTa=MA020;INGRESA;SI;SI
MU171;607;MU000;Region de Antofagasta;MEJILLONES;http://www.mejillones.cl/a-formulario/a-formulario.php;INGRESA;SI;SI
CM132;6707;CM000;Region de Antofagasta;MEJILLONES;http://;NO INGRESA;SI;NO
CM078;6653;CM000;Region de Antofagasta;MEJILLONES;http://;NO INGRESA;SI;NO
CM220;6795;CM000;Region de Antofagasta;SIERRA GORDA;http://;NO INGRESA;SI;NO
FU012;6713;FU000;Region de Antofagasta;SIERRA GORDA;http://;NO INGRESA;SI;NO
MU310;726;MU000;Region de Antofagasta;SIERRA GORDA;http://www.municipalidadsierragorda.cl/transparencia/index.htm;INGRESA;SI;SI
MU314;729;MU000;Region de Antofagasta;TALTAL;http://www.localnet.cl/taltal/files/contenido/Transparencia/Acceso%20Informacion%20Publica/Forinfo.pdf;INGRESA;SI;SI
AB027;781;AB000;Region de Antofagasta;CALAMA;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
CM116;6691;CM000;Region de Antofagasta;CALAMA;https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?org=CM116;NO INGRESA;SI;SI
CM213;6788;CM000;Region de Antofagasta;CALAMA;http://;NO INGRESA;SI;NO
CF009;330950;CF000;Region de Antofagasta;CALAMA;http://;INGRESA;NO;SI
MU019;477;MU000;Region de Antofagasta;CALAMA;http://201.238.227.186/calamatransparencia/paginas/form20285.aspx;INGRESA;SI;SI
CM018;58715;CM000;Region de Antofagasta;CALAMA;http://tranactiva.comdescalama.cl/form20285/fmr_contacto.php;INGRESA;SI;SI
CM056;329950;CM000;Region de Antofagasta;CALAMA;https://www.cormudepcalama.cl/solicitu-transparencia;NO INGRESA;SI;NO
MU189;623;MU000;Region de Antofagasta;OLLAGUE;http://www.municipalidadollague.cl/docs/Formulario%20de%20solicitud%20de%20informacion.doc;INGRESA;SI;SI
CM203;6778;CM000;Region de Antofagasta;SAN PEDRO DE ATACAMA;http://;NO INGRESA;SI;NO
MU298;716;MU000;Region de Antofagasta;SAN PEDRO DE ATACAMA;http://www.sanpedrodeatacamatransparente.cl/;INGRESA;SI;NO
AB028;782;AB000;Region de Antofagasta;TOCOPILLA;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU322;737;MU000;Region de Antofagasta;TOCOPILLA;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU322;INGRESA;SI;SI
CM259;6834;CM000;Region de Antofagasta;TOCOPILLA;http://;NO INGRESA;SI;NO
MU166;602;MU000;Region de Antofagasta;MARIA ELENA;http://www.imme.cl/portal/transparencia.html?download=18313:Transparencia;INGRESA;SI;SI
AO019;873;AO000;Region de Atacama;COPIAPO;http://transparencia.redsalud.gob.cl/transparencia/public/ssatacama/solicitud_informacion.html;INGRESA;SI;SI
AP004;943;AP000;Region de Atacama;COPIAPO;http://solicitudinformacion.minvu.cl/;INGRESA;SI;SI
MU066;515;MU000;Region de Atacama;COPIAPO;http://www4.copiapo.cl/TransparenciaMunicipal/FormInformacion.asp;INGRESA;SI;SI
AB078;831;AB000;Region de Atacama;COPIAPO;http://goreatacama.transparencia.cl/;INGRESA;SI;SI
AB030;784;AB000;Region de Atacama;COPIAPO;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=AB009;NO INGRESA;SI;NO
AP022;331453;AP000;Region de Atacama;COPIAPO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=1057;INGRESA;SI;SI
AJ027;330800;AJ000;Region de Atacama;COPIAPO;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=AJ027;INGRESA;SI;SI
AB009;763;AB000;Region de Atacama;COPIAPO;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MA014;328300;ASOC;Region de Atacama;COPIAPO;http://;NO INGRESA;SI;SI
AO042;56253;AO000;Region de Atacama;COPIAPO;http://ssrmata.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
UN004;1075;UN000;Region de Atacama;COPIAPO;http://www.transparencia.uda.cl/contact/index.php;NO INGRESA;SI;NO
CM170;6745;CM000;Region de Atacama;COPIAPO;http://;NO INGRESA;SI;NO
MU021;479;MU000;Region de Atacama;CALDERA;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU021;INGRESA;SI;SI
CM172;6747;CM000;Region de Atacama;CALDERA;http://;NO INGRESA;SI;NO
CM181;6756;CM000;Region de Atacama;CALDERA;http://;NO INGRESA;SI;NO
MU318;733;MU000;Region de Atacama;TIERRA AMARILLA;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU318;INGRESA;SI;SI
CM218;6793;CM000;Region de Atacama;TIERRA AMARILLA;http://;NO INGRESA;SI;NO
MU038;491;MU000;Region de Atacama;CHANARAL;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU038;INGRESA;SI;SI
CM150;6725;CM000;Region de Atacama;CHANARAL;http://;NO INGRESA;SI;NO
CF011;331650;CF000;Region de Atacama;CHANARAL;https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=bdafce92f0295d5f3b88e54bdc6e1791;INGRESA;SI;SI
AB029;783;AB000;Region de Atacama;CHANARAL;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
CM182;6757;CM000;Region de Atacama;DIEGO DE ALMAGRO;http://;NO INGRESA;SI;NO
MU080;529;MU000;Region de Atacama;DIEGO DE ALMAGRO;http://www.diegodalmagro.cl/p/ley-de-transparencia.html;INGRESA;SI;SI
AJ019;329400;AJ000;Region de Atacama;VALLENAR;http://;INGRESA;SI;SI
MA046;327101;ASOC;Region de Atacama;VALLENAR;http://;INGRESA;SI;SI
AB031;785;AB000;Region de Atacama;VALLENAR;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU331;746;MU000;Region de Atacama;VALLENAR;http://www.vallenartransparente.cl/index.php/solicitud-de-informacion;INGRESA;SI;SI
CM271;6846;CM000;Region de Atacama;ALTO DEL CARMEN;http://;NO INGRESA;SI;NO
MU004;464;MU000;Region de Atacama;ALTO DEL CARMEN;https://www.munialtodelcarmen.cl/index.php/transparencia;INGRESA;SI;SI
MU092;539;MU000;Region de Atacama;FREIRINA;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU092;INGRESA;SI;SI
MU108;554;MU000;Region de Atacama;HUASCO;http://www.imhuasco.cl/Transparenciamunicipal/SolicitudInfOpinionPublic.htm;INGRESA;SI;SI
MU126;567;MU000;Region de Coquimbo;LA SERENA;http://transparencia.laserena.cl/;INGRESA;SI;NO
UN005;1076;UN000;Region de Coquimbo;LA SERENA;http://transparencia.userena.cl/transparencia_solicitud.php;NO INGRESA;SI;NO
AP005;944;AP000;Region de Coquimbo;LA SERENA;http://solicitudinformacion.minvu.cl/;INGRESA;SI;SI
AO043;56254;AO000;Region de Coquimbo;LA SERENA;http://transparencia.redsalud.gov.cl/transparencia/public/seremi4/solicitud_informacion.html;INGRESA;SI;SI
AB079;832;AB000;Region de Coquimbo;LA SERENA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrgTa=AB079;INGRESA;SI;SI
CM039;58865;CM000;Region de Coquimbo;LA SERENA;http://;NO INGRESA;SI;NO
MA034;328251;ASOC;Region de Coquimbo;LA SERENA;http://;INGRESA;SI;SI
AO066;905;AO000;Region de Coquimbo;LA SERENA;http://transparencia.redsalud.gob.cl/transparencia/public/AO066/solicitud_informacion.html;INGRESA;SI;SI
AP023;331454;AP000;Region de Coquimbo;LA SERENA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=1057;INGRESA;SI;SI
CM226;6801;CM000;Region de Coquimbo;LA SERENA;http://;NO INGRESA;SI;NO
AO020;874;AO000;Region de Coquimbo;LA SERENA;http://www.sscoquimbo.cl/gobierno/link/solicitud_informacion.html;INGRESA;SI;SI
AB032;786;AB000;Region de Coquimbo;COQUIMBO;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=AB011;NO INGRESA;SI;NO
CM260;6835;CM000;Region de Coquimbo;COQUIMBO;http://;NO INGRESA;SI;SI
MU067;516;MU000;Region de Coquimbo;COQUIMBO;http://www.municoquimbo.cl/Portal/Transparencia/index.php?option=com_ckforms&view=ckforms&id=2&Itemid=244;INGRESA;SI;SI
CM057;330306;CM000;Region de Coquimbo;COQUIMBO;http://;NO INGRESA;SI;SI
MA035;327950;ASOC;Region de Coquimbo;COQUIMBO;http://;INGRESA;SI;SI
AB011;765;AB000;Region de Coquimbo;COQUIMBO;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
AO067;906;AO000;Region de Coquimbo;COQUIMBO;http://webhosting.redsalud.gov.cl/transparencia/public/AO067/solicitud_informacion.html;INGRESA;SI;SI
EP016;1109;EP000;Region de Coquimbo;COQUIMBO;http://;NO INGRESA;NO;NO
CM206;6781;CM000;Region de Coquimbo;COQUIMBO;http://;NO INGRESA;SI;NO
AJ017;328901;AJ000;Region de Coquimbo;COQUIMBO;http://;INGRESA;SI;SI
MU007;467;MU000;Region de Coquimbo;ANDACOLLO;http://www.andacollochile.cl/transparencia/form/form.php;INGRESA;SI;SI
MU122;564;MU000;Region de Coquimbo;LA HIGUERA;http://www.munilahiguera.cl/sitio/index.php?option=com_breezingforms&view=form&Itemid=280;INGRESA;SI;SI
CM143;6718;CM000;Region de Coquimbo;PAIHUANO;http://;NO INGRESA;SI;SI
MU195;628;MU000;Region de Coquimbo;PAIHUANO;http://www.munipaihuano.cl/node/198;INGRESA;SI;SI
CM261;6836;CM000;Region de Coquimbo;VICUNA;http://;INGRESA;SI;SI
MU335;749;MU000;Region de Coquimbo;VICUNA;http://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=749;INGRESA;SI;SI
CM091;6666;CM000;Region de Coquimbo;VICUNA;http://vicunacultura.cl/index.php/solicitud-transparencia/;NO INGRESA;SI;SI
AB034;788;AB000;Region de Coquimbo;ILLAPEL;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
CM223;6798;CM000;Region de Coquimbo;ILLAPEL;http://;NO INGRESA;SI;NO
MU110;556;MU000;Region de Coquimbo;ILLAPEL;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=556;INGRESA;SI;SI
CM267;6842;CM000;Region de Coquimbo;ILLAPEL;http://;NO INGRESA;SI;NO
CM068;6643;CM000;Region de Coquimbo;CANELA;https://corporacionculturalcanela.cl/DAI;NO INGRESA;SI;SI
MU026;483;MU000;Region de Coquimbo;CANELA;http://www.canela.cl/?page_id=756;INGRESA;SI;SI
MU157;596;MU000;Region de Coquimbo;LOS VILOS;http://www.munilosvilos.cl/?page_id=324;INGRESA;SI;SI
CM190;6765;CM000;Region de Coquimbo;SALAMANCA;http://;NO INGRESA;SI;NO
MU279;702;MU000;Region de Coquimbo;SALAMANCA;http://www.salamanca.cl/transparencia/formulario.html;INGRESA;SI;SI
MU192;625;MU000;Region de Coquimbo;OVALLE;http://tam.municipalidaddeovalle.cl/solicitudes/index.php;INGRESA;SI;SI
CM100;6675;CM000;Region de Coquimbo;OVALLE;http://;NO INGRESA;SI;NO
CM123;6698;CM000;Region de Coquimbo;OVALLE;http://;NO INGRESA;SI;NO
AO065;904;AO000;Region de Coquimbo;OVALLE;http://transparencia.redsalud.gob.cl/transparencia/public/AO065/solicitud_informacion.html;INGRESA;SI;SI
CF006;330000;CF000;Region de Coquimbo;OVALLE;http://;NO INGRESA;SI;SI
AB033;787;AB000;Region de Coquimbo;OVALLE;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU060;510;MU000;Region de Coquimbo;COMBARBALA;http://www.combarbala.cl/;INGRESA;SI;SI
MU175;611;MU000;Region de Coquimbo;MONTE PATRIA;http://www.munimontepatria.cl/transparencia /index.php?action=plantillas_selec_fecha&ig=265;INGRESA;SI;SI
MU238;666;MU000;Region de Coquimbo;PUNITAQUI;http://www.munipunitaqui.cl/transparencia/formulario.pdf;INGRESA;SI;SI
MU272;695;MU000;Region de Coquimbo;RIO HURTADO;http://riohurtado.cl/contacto.php;INGRESA;SI;SI
